Island1,Island2,Distance,Distance_Rank,Landsea,Taxonomic,Phylogenetic,Functional
Panari,Senkaku,170231.1098,14,Sea,-1,131.8045208,0.167058155
Panari,Taketomi,17935.02127,5,Sea,-1,132.276346,0.171876101
Panari,Tarama,88426.00388,10,Sea,-1,131.0007461,0.16593176
Panari,Tokashiki,403737.5605,19,Sea,-1,131.9913721,0.177557455
Panari,Tokora,713517.593,29,Sea,-1,131.4714014,0.159010961
Panari,Tonaki,398225.529,16,Sea,-1,130.5003862,0.166658179
Panari,Yagaji,489448.6075,25,Sea,-1,132.2504963,0.168570915
Panari,Yonaguni,92877.61771,11,Sea,-0.98,133.4048113,0.181143171
Panari,Zamami,403471.8001,18,Sea,-1,130.5093183,0.16862381
Senkaku,Taketomi,161809.371,7,Sea,-1,133.2500967,0.172249174
Senkaku,Tarama,153706.1916,5,Sea,-1,132.4749164,0.166504393
Senkaku,Tokashiki,365950.2624,20,Sea,-1,133.1701832,0.178434696
Senkaku,Tokora,612089.0979,29,Sea,-1,131.8017228,0.158450293
Senkaku,Tonaki,344086.7738,16,Sea,-1,131.7755034,0.167030027
Senkaku,Yagaji,437588.0843,27,Sea,-1,133.6494145,0.169371084
Senkaku,Yonaguni,146842.492,4,Sea,-0.88,133.7984497,0.182094855
Senkaku,Zamami,360943.2029,19,Sea,-1,131.5728233,0.168933615
Taketomi,Tarama,67913.69249,10,Sea,-1,132.9878805,0.171560871
Taketomi,Tokashiki,383188.0219,19,Sea,-1,132.5829555,0.176423967
Taketomi,Tokora,693123.0407,29,Sea,-1,133.4849658,0.164934754
Taketomi,Tonaki,377602.5681,16,Sea,-1,132.289885,0.171284612
Taketomi,Yagaji,468854.7555,25,Sea,-1,133.4409882,0.169525375
Taketomi,Yonaguni,105724.2237,11,Sea,-0.99,132.8532512,0.17642507
Taketomi,Zamami,382884.7469,18,Sea,-1,132.1447432,0.172576265
Tarama,Tokashiki,306009.0785,19,Sea,-1,132.6733302,0.177784944
Tarama,Tokora,615984.2436,29,Sea,-1,131.8696831,0.158007424
Tarama,Tonaki,299747.8091,16,Sea,-1,131.0339192,0.166022981
Tarama,Yagaji,391315.6752,25,Sea,-1,132.6418891,0.168367259
Tarama,Yonaguni,166077.3081,14,Sea,-1,134.4309938,0.181851912
Tarama,Zamami,305421.1888,18,Sea,-1,131.1347157,0.168235319
Tokashiki,Tokora,324740.0976,17,Sea,-0.98,133.4263306,0.172766999
Tokashiki,Tonaki,24206.31911,4,Sea,-1,131.5739786,0.176269744
Tokashiki,Yagaji,77777.6101,10,Sea,-1,131.790404,0.17022619
Tokashiki,Yonaguni,470755.0901,30,Sea,-0.99,130.8560784,0.171042366
Tokashiki,Zamami,1894.220592,1,Sea,-1,131.2182498,0.176477835
Tokora,Tonaki,322435.2154,11,Sea,-1,131.386768,0.15872507
Tokora,Yagaji,252483.7255,6,Sea,-1,133.4700097,0.162038941
Tokora,Yonaguni,760897.7561,31,Sea,-0.1,134.8399661,0.17723141
Tokora,Zamami,326180.0206,13,Sea,-1,131.4107301,0.161155396
Tonaki,Yagaji,89148.22202,10,Sea,-1,131.8807517,0.167643051
Tonaki,Yonaguni,459517.9551,30,Sea,-1,133.1300279,0.179463222
Tonaki,Zamami,18346.05241,2,Sea,-1,130.1969282,0.167993263
Yagaji,Yonaguni,553591.4807,31,Sea,-0.9,133.1164247,0.169230399
Yagaji,Zamami,80582.04306,10,Sea,-1,131.7664225,0.168549075
Yonaguni,Zamami,468884.1862,18,Sea,-1,132.4902712,0.178766709
