Island1,Island2,Distance,Distance_Rank,Landsea,Taxonomic,Phylogenetic,Functional
Kuro,Taketomi,8873.326922,4,Land,-1,123.1907375,0.174792482
Kuro,Tarama,78844.66288,10,Land,-1,119.9183484,0.173003995
Kuro,Tokashiki,394143.8191,19,Land,-1,128.2693441,0.178763043
Kuro,Tokora,704815.2835,29,Land,-0.99,120.9633867,0.172942533
Kuro,Tonaki,388907.1825,16,Land,-1,117.619129,0.164301549
Kuro,Yagaji,479940.7098,25,Land,-1,130.8067161,0.176358951
Kuro,Yonaguni,98915.45546,11,Land,-1,134.6592984,0.183149632
Kuro,Zamami,393948.5429,18,Land,-1,124.5719682,0.174522539
Miyako,Nakanougan,173137.2912,12,Land,0,144.4070959,0.189962171
Miyako,Okinawa,266892.4098,21,Land,-1,145.3393358,0.188916063
Miyako,Osumi,776881.53,31,Land,-0.5,143.7892273,0.192739271
Miyako,Panari,138595.734,10,Land,-1,135.1195904,0.181499413
Miyako,Senkaku,186281.8488,13,Land,-0.84,131.274913,0.168400696
Miyako,Taketomi,118257.4204,4,Land,-1,138.8433351,0.188506773
Miyako,Tarama,44005.25392,2,Land,-1,136.7324472,0.187809716
Miyako,Tokashiki,244810.171,18,Land,-0.94,140.9023356,0.187279152
Miyako,Tokora,563110.8474,29,Land,0.1,136.5017096,0.184116661
Miyako,Tonaki,241720.61,17,Land,-1,134.6795029,0.178017987
Miyako,Yagaji,331019.1329,25,Land,-1,143.2312191,0.185818361
Miyako,Yonaguni,215371.6152,15,Land,-0.86,144.4501384,0.188739949
Miyako,Zamami,245012.592,19,Land,-1,139.370926,0.186728224
Nakanougan,Okinawa,462060.5188,22,Land,0.81,142.1540779,0.184252471
Nakanougan,Osumi,952297.8086,31,Land,-0.04,138.8610872,0.189847179
Nakanougan,Panari,35718.04836,3,Land,-0.35,126.0112817,0.180564426
Nakanougan,Senkaku,168731.2318,12,Land,-0.98,118.1932872,0.16480467
Nakanougan,Taketomi,53241.33154,8,Land,-0.85,129.3038382,0.181164564
Nakanougan,Tarama,122492.6558,11,Land,-0.35,127.8783926,0.185817036
Nakanougan,Tokashiki,436812.3407,19,Land,0.6,137.1075078,0.18321717
Nakanougan,Tokora,741488.4399,29,Land,-0.14,130.9281854,0.178113946
Nakanougan,Tonaki,429701.2298,16,Land,-0.35,128.4135702,0.175077755
Nakanougan,Yagaji,521921.7918,25,Land,-0.56,135.3731079,0.178258877
Nakanougan,Yonaguni,59720.08273,10,Land,-1,141.1060567,0.185518117
Nakanougan,Zamami,436113.5241,18,Land,-0.77,131.3956311,0.181749742
Okinawa,Osumi,429254.7682,28,Land,1,141.2237033,0.189467799
Okinawa,Panari,428191.4905,27,Land,-1,132.1571534,0.179574746
Okinawa,Senkaku,396305.2505,20,Land,-1,127.140857,0.166306577
Okinawa,Taketomi,407780.689,21,Land,-1,136.3559905,0.185697268
Okinawa,Tarama,331334.0385,18,Land,-1,134.0726761,0.185727407
Okinawa,Tokashiki,25697.43747,7,Land,-0.49,137.8612745,0.183668316
Okinawa,Tokora,223946.5307,14,Land,0.86,133.3187235,0.180701365
Okinawa,Tonaki,50453.03232,12,Land,-1,131.3163174,0.17526756
Okinawa,Yagaji,86.06612022,1,Land,-0.96,140.8777405,0.182373691
Okinawa,Yonaguni,498012.9228,31,Land,-0.7,141.8046005,0.185311874
Okinawa,Zamami,30593.75674,9,Land,-1,136.6005308,0.184083642
Osumi,Panari,925731.7829,28,Land,0.05,128.4479794,0.181686979
Osumi,Senkaku,810200.6923,19,Land,0.38,123.7118028,0.17095294
Osumi,Taketomi,905514.1156,22,Land,0.01,132.785248,0.188544468
Osumi,Tarama,829057.7589,20,Land,-0.67,130.3780961,0.187523632
Osumi,Tokashiki,535965.4258,13,Land,0.98,135.6381103,0.187231397
Osumi,Tokora,53809.25564,1,Land,-0.98,129.9281605,0.184635506
Osumi,Tonaki,535342.5764,12,Land,-0.45,127.6837963,0.177943251
Osumi,Yagaji,459955.104,6,Land,-0.98,137.5728105,0.185198757
Osumi,Yonaguni,967580.1754,31,Land,1,140.3058113,0.189797877
Osumi,Zamami,537710.8783,14,Land,-0.44,133.2004567,0.187336374
Panari,Senkaku,170231.1098,14,Land,-1,104.8839585,0.140316009
Panari,Taketomi,17935.02127,5,Land,-1,116.5851503,0.165267287
Panari,Tarama,88426.00388,10,Land,-1,110.6908371,0.159469116
Panari,Tokashiki,403737.5605,19,Land,-1,123.3496898,0.171263757
Panari,Tokora,713517.593,29,Land,-1,112.7449956,0.166828524
Panari,Tonaki,398225.529,16,Land,-1,108.2645293,0.151652335
Panari,Yagaji,489448.6075,25,Land,-1,125.9460331,0.168686214
Panari,Yonaguni,92877.61771,11,Land,-1,130.5378517,0.179005805
Panari,Zamami,403471.8001,18,Land,-1,118.5036684,0.166053017
Senkaku,Taketomi,161809.371,7,Land,-1,113.5767455,0.155074722
Senkaku,Tarama,153706.1916,5,Land,-1,108.615197,0.15111712
Senkaku,Tokashiki,365950.2624,20,Land,-0.99,117.7212728,0.159040866
Senkaku,Tokora,612089.0979,29,Land,-0.91,108.4057095,0.154594976
Senkaku,Tonaki,344086.7738,16,Land,-1,104.5314176,0.140185936
Senkaku,Yagaji,437588.0843,27,Land,-0.98,122.6371541,0.157683699
Senkaku,Yonaguni,146842.492,4,Land,-1,125.2160436,0.165259648
Senkaku,Zamami,360943.2029,19,Land,-0.99,114.4727885,0.153961551
Taketomi,Tarama,67913.69249,10,Land,-1,118.7558919,0.171161991
Taketomi,Tokashiki,383188.0219,19,Land,-1,128.8827243,0.179282515
Taketomi,Tokora,693123.0407,29,Land,-1,120.506647,0.173717614
Taketomi,Tonaki,377602.5681,16,Land,-1,116.8932402,0.163074419
Taketomi,Yagaji,468854.7555,25,Land,-1,130.3164875,0.176086877
Taketomi,Yonaguni,105724.2237,11,Land,-0.97,135.176241,0.185539253
Taketomi,Zamami,382884.7469,18,Land,-1,124.1975641,0.174684114
Tarama,Tokashiki,306009.0785,19,Land,-1,125.6202012,0.17753075
Tarama,Tokora,615984.2436,29,Land,-1,114.8896165,0.172636763
Tarama,Tonaki,299747.8091,16,Land,-1,110.5063008,0.15835042
Tarama,Yagaji,391315.6752,25,Land,-1,127.7182401,0.174529755
Tarama,Yonaguni,166077.3081,14,Land,-1,132.6095626,0.185396179
Tarama,Zamami,305421.1888,18,Land,-1,120.3697969,0.172640157
Tokashiki,Tokora,324740.0976,17,Land,-0.82,125.2134852,0.176628357
Tokashiki,Tonaki,24206.31911,4,Land,-1,122.3412648,0.167854065
Tokashiki,Yagaji,77777.6101,10,Land,-0.89,135.1226671,0.178307895
Tokashiki,Yonaguni,470755.0901,30,Land,-0.84,136.4776643,0.183690083
Tokashiki,Zamami,1894.220592,1,Land,-1,129.0793701,0.17840298
Tokora,Tonaki,322435.2154,11,Land,-1,111.8267298,0.162836852
Tokora,Yagaji,252483.7255,6,Land,-0.97,128.6768219,0.173773642
Tokora,Yonaguni,760897.7561,31,Land,0.2,131.7407835,0.180579218
Tokora,Zamami,326180.0206,13,Land,-1,121.2671221,0.173515682
Tonaki,Yagaji,89148.22202,10,Land,-1,125.4468665,0.165344057
Tonaki,Yonaguni,459517.9551,30,Land,-0.96,129.8539289,0.17507137
Tonaki,Zamami,18346.05241,2,Land,-1,117.7119107,0.163594301
Yagaji,Yonaguni,553591.4807,31,Land,0.69,140.2960387,0.182684702
Yagaji,Zamami,80582.04306,10,Land,-1,131.4917423,0.176132693
Yonaguni,Zamami,468884.1862,18,Land,-0.93,135.3231057,0.183640196
